{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.16691791681899826 + 0.*I, 0.4859700756462138 + 0.*I, 0.48816359570258433 + 0.*I, 0.15578764406058987 + 0.*I, 0.008728714204209178 + 0.*I, 0.00020535148339551062 + 0.*I, 2.664954612541237*^-6 + 0.*I, 2.1936785721266006*^-8 + 0.*I, 1.2381207170619746*^-10 + 0.*I, 9.758860386455126*^-11 + 0.*I, 4.4010128874560905*^-9 + 0.*I, 9.669141043389119*^-8 + 0.*I, 6.066339874877258*^-7 + 0.*I, 1.1672351973857078*^-6 + 0.*I, 4.1349159651815636*^-7 + 0.*I, 4.4539816279609574*^-8 + 0.*I, 1.3554046773833763*^-9 + 0.*I, 1.9606538614880268*^-11 + 0.*I, 1.998401444325282*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I}
{0.17287610507501494 + 0.*I, 0.4669099338280081 + 0.*I, 0.46927578302140566 + 0.*I, 0.1608127233166057 + 0.*I, 0.009461271386790315 + 0.*I, 0.0002330695664021221 + 0.*I, 3.164216000328679*^-6 + 0.*I, 2.723679060068207*^-8 + 0.*I, 1.6078249842621517*^-10 + 0.*I, 1.205924249347845*^-10 + 0.*I, 5.215583520623569*^-9 + 0.*I, 1.0927381222103351*^-7 + 0.*I, 6.477097969082024*^-7 + 0.*I, 1.2558054096611926*^-6 + 0.*I, 4.4151600153696796*^-7 + 0.*I, 5.033260475073576*^-8 + 0.*I, 1.6057821738968414*^-9 + 0.*I, 2.4202861936828413*^-11 + 0.*I, 1.998401444325282*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.17883945964600748 + 0.*I, 0.4477600414384053 + 0.*I, 0.4503060810443938 + 0.*I, 0.16579170273840485 + 0.*I, 0.010234192534208653 + 0.*I, 0.0002637484192158368 + 0.*I, 3.742485210622704*^-6 + 0.*I, 3.365521195064503*^-8 + 0.*I, 2.0721202531603922*^-10 + 0.*I, 1.4939161019356106*^-10 + 0.*I, 6.157008236584716*^-9 + 0.*I, 1.2311520691810074*^-7 + 0.*I, 6.897522109028387*^-7 + 0.*I, 1.3480150051758955*^-6 + 0.*I, 4.7020480842263623*^-7 + 0.*I, 5.670459657380889*^-8 + 0.*I, 1.8955947922449923*^-9 + 0.*I, 2.999822612537173*^-11 + 0.*I, 0. + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I}
{0.18480119799599848 + 0.*I, 0.428538137279988 + 0.*I, 0.4312721977326017 + 0.*I, 0.17071673095518936 + 0.*I, 0.011048334632390855 + 0.*I, 0.0002976202699844777 + 0.*I, 4.410023790590856*^-6 + 0.*I, 4.1395598060489653*^-8 + 0.*I, 2.65987232239695*^-10 + 0.*I, 1.8338663920758338*^-10 + 0.*I, 7.240408272934928*^-9 + 0.*I, 1.3830001588388543*^-7 + 0.*I, 7.326362183590618*^-7 + 0.*I, 1.4438026052499*^-6 + 0.*I, 4.994739954966576*^-7 + 0.*I, 6.369480498591429*^-8 + 0.*I, 2.2287949263954943*^-9 + 0.*I, 3.7014835641002726*^-11 + 0.*I, 1.998401444325282*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.1907545323908133 + 0.*I, 0.40926197356121463 + 0.*I, 0.4121918269398117 + 0.*I, 0.17558001592161698 + 0.*I, 0.011904505466198147 + 0.*I, 0.00033492845599170096 + 0.*I, 5.178135986660949*^-6 + 0.*I, 5.069140662783412*^-8 + 0.*I, 3.395950187723429*^-10 + 0.*I, 2.241984375928041*^-10 + 0.*I, 8.484013491738553*^-9 + 0.*I, 1.549166128711477*^-7 + 0.*I, 7.762257947518947*^-7 + 0.*I, 1.5430911937119873*^-6 + 0.*I, 5.292313920435276*^-7 + 0.*I, 7.134319801593848*^-8 + 0.*I, 2.6110003048529506*^-9 + 0.*I, 4.520828156273638*^-11 + 0.*I, 0. + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 4.218847493575595*^-13 + 0.*I, 4.218847493575595*^-13 + 0.*I, 4.218847493575595*^-13 + 0.*I, 4.218847493575595*^-13 + 0.*I, 4.218847493575595*^-13 + 0.*I, 4.218847493575595*^-13 + 0.*I, 4.218847493575595*^-13 + 0.*I, 4.218847493575595*^-13 + 0.*I, 4.218847493575595*^-13 + 0.*I, 4.218847493575595*^-13 + 0.*I, 4.218847493575595*^-13 + 0.*I, 4.218847493575595*^-13 + 0.*I, 4.218847493575595*^-13 + 0.*I, 4.218847493575595*^-13 + 0.*I, 4.218847493575595*^-13 + 0.*I, 4.218847493575595*^-13 + 0.*I, 4.218847493575595*^-13 + 0.*I, 4.218847493575595*^-13 + 0.*I}
{0.1966926771592048 + 0.*I, 0.3899492970363961 + 0.*I, 0.39308262853980924 + 0.*I, 0.18037383592359738 + 0.*I, 0.012803460742194517 + 0.*I, 0.0003759274979975302 + 0.*I, 6.059245216682997*^-6 + 0.*I, 6.181199996291299*^-8 + 0.*I, 4.3101078261997827*^-10 + 0.*I, 2.732036818997585*^-10 + 0.*I, 9.906786502256182*^-9 + 0.*I, 1.7305459287797476*^-7 + 0.*I, 8.203717927202093*^-7 + 0.*I, 1.6457885831933083*^-6 + 0.*I, 5.593761898126104*^-7 + 0.*I, 7.969140902730487*^-8 + 0.*I, 3.0486058122392024*^-9 + 0.*I, 5.540012892879531*^-11 + 0.*I, 1.998401444325282*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I}
{0.202608855944586 + 0.*I, 0.37061783019778366 + 0.*I, 0.37396220863938906 + 0.*I, 0.1850905504845901 + 0.*I, 0.013745901283401807 + 0.*I, 0.0004208831448027084 + 0.*I, 7.066973406466559*^-6 + 0.*I, 7.506559818182268*^-8 + 0.*I, 5.447864381835643*^-10 + 0.*I, 3.3120173270617675*^-10 + 0.*I, 1.1529399657206339*^-8 + 0.*I, 1.9280561591727976*^-7 + 0.*I, 8.649124083603966*^-7 + 0.*I, 1.7517864048244294*^-6 + 0.*I, 5.897994093118086*^-7 + 0.*I, 8.878140445034433*^-8 + 0.*I, 3.5473846082823*^-9 + 0.*I, 6.721290191080698*^-11 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I}
{0.20849630893360338 + 0.*I, 0.3512852525309862 + 0.*I, 0.35484809990300464 + 0.*I, 0.18972261115040026 + 0.*I, 0.014732470297396107 + 0.*I, 0.00047007239198926243 + 0.*I, 8.216222013857077*^-6 + 0.*I, 9.080458607257925*^-8 + 0.*I, 6.852074463381542*^-10 + 0.*I, 4.0019099145638393*^-10 + 0.*I, 1.3375012208882708*^-8 + 0.*I, 2.1426260765622376*^-7 + 0.*I, 9.096740027914052*^-7 + 0.*I, 1.8609608021247226*^-6 + 0.*I, 6.203833891049726*^-7 + 0.*I, 9.865579464474196*^-8 + 0.*I, 4.114597551563293*^-9 + 0.*I, 8.1601392309949*^-11 + 0.*I, 7.993605777301128*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I}
{0.21434830006101804 + 0.*I, 0.3319691818640003 + 0.*I, 0.33575774201899394 + 0.*I, 0.19426257214198994 + 0.*I, 0.015763750732600283 + 0.*I, 0.0005237834733939906 + 0.*I, 9.523257404886465*^-6 + 0.*I, 1.0942959871584891*^-7 + 0.*I, 8.582023980352461*^-10 + 0.*I, 4.81392703477468*^-10 + 0.*I, 1.5467205294328323*^-8 + 0.*I, 2.3752080302585912*^-7 + 0.*I, 9.544693924112835*^-7 + 0.*I, 1.9731712042059257*^-6 + 0.*I, 6.510013861316111*^-7 + 0.*I, 1.0935798933076057*^-7 + 0.*I, 4.757594318505199*^-9 + 0.*I, 9.798828415341633*^-11 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I}
{0.220158124175196 + 0.*I, 0.31268715582599693 + 0.*I, 0.31670846232101374 + 0.*I, 0.1987031008599871 + 0.*I, 0.016840262716999455 + 0.*I, 0.0005823158223838832 + 0.*I, 0.00001100579740676011 + 0.*I, 1.313964048677008*^-7 + 0.*I, 1.0705880626460385*^-9 + 0.*I, 5.767830657532613*^-10 + 0.*I, 1.783360126239586*^-8 + 0.*I, 2.6267579222860604*^-7 + 0.*I, 9.990998028897025*^-7 + 0.*I, 2.0882618023687627*^-6 + 0.*I, 6.815199959930852*^-7 + 0.*I, 1.2093201995355687*^-7 + 0.*I, 5.484390719345811*^-9 + 0.*I, 1.1759482276829658*^-10 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 0. + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I}
{0.22591911416001145 + 0.*I, 0.29345661343800344 + 0.*I, 0.2977174565991892 + 0.*I, 0.20303698822521365 + 0.*I, 0.01796246109559974 + 0.*I, 0.0006459800049984922 + 0.*I, 0.000012683101990873526 + 0.*I, 1.5722041446508683*^-7 + 0.*I, 1.3296030942910875*^-9 + 0.*I, 6.890044090823721*^-10 + 0.*I, 2.0502599618055232*^-8 + 0.*I, 2.8982378719177865*^-7 + 0.*I, 1.0433542030341414*^-6 + 0.*I, 2.2060590021411035*^-6 + 0.*I, 7.117958000790736*^-7 + 0.*I, 1.3342240645641826*^-7 + 0.*I, 6.304001765045086*^-9 + 0.*I, 1.4059864383852985*^-10 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.998401444325282*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I}
{0.23162464800601248 + 0.*I, 0.2742948768579945 + 0.*I, 0.27880177011501145 + 0.*I, 0.2072571588422001 + 0.*I, 0.019130733061412112 + 0.*I, 0.0007150976236047768 + 0.*I, 0.00001457606579879922 + 0.*I, 1.8748480545838222*^-7 + 0.*I, 1.6443957306933046*^-9 + 0.*I, 8.199885215276482*^-10 + 0.*I, 2.3505597468442836*^-8 + 0.*I, 3.1906219888355736*^-7 + 0.*I, 1.0870092159720457*^-6 + 0.*I, 2.326374393124553*^-6 + 0.*I, 7.416779856939115*^-7 + 0.*I, 1.4687360216925074*^-7 + 0.*I, 7.225997578075295*^-9 + 0.*I, 1.6739942765298113*^-10 + 0.*I, 1.998401444325282*^-12 + 0.*I, 0. + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I}
{0.23726815582059138 + 0.*I, 0.25521913330019963 + 0.*I, 0.25997827884980396 + 0.*I, 0.2113566809693879 + 0.*I, 0.02034539589501616 + 0.*I, 0.0007900011858019696 + 0.*I, 0.000016707313998942652 + 0.*I, 2.228462081532712*^-7 + 0.*I, 2.0264012690063282*^-9 + 0.*I, 9.725997784926221*^-10 + 0.*I, 2.6875213166022146*^-8 + 0.*I, 3.5048819402305753*^-7 + 0.*I, 1.1298296076489578*^-6 + 0.*I, 2.449002800553046*^-6 + 0.*I, 7.710082128298268*^-7 + 0.*I, 1.6132959412828995*^-7 + 0.*I, 8.260414574579045*^-9 + 0.*I, 1.9879653478938056*^-10 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 0. + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I}
{0.24284312677060887 + 0.*I, 0.23624641714801164 + 0.*I, 0.24126367100518745 + 0.*I, 0.2153287762846068 + 0.*I, 0.021606694806997062 + 0.*I, 0.0008710339485906715 + 0.*I, 0.00001910129960869256 + 0.*I, 2.6404300967897143*^-7 + 0.*I, 2.4878099580405433*^-9 + 0.*I, 1.1495915330783648*^-9 + 0.*I, 3.0647795412619416*^-8 + 0.*I, 3.841984064223425*^-7 + 0.*I, 1.1715683978508198*^-6 + 0.*I, 2.5737230124889265*^-6 + 0.*I, 7.996194151260739*^-7 + 0.*I, 1.7683541297941477*^-7 + 0.*I, 9.418199553579143*^-9 + 0.*I, 2.3501200985265314*^-10 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I}
{0.24834311595081096 + 0.*I, 0.21739359228361016 + 0.*I, 0.22267442877981214 + 0.*I, 0.21916682942919596 + 0.*I, 0.0229148008985991 + 0.*I, 0.0009585497236175301 + 0.*I, 0.000021784403991809146 + 0.*I, 3.119032143672485*^-7 + 0.*I, 3.042788243590167*^-9 + 0.*I, 1.354782952489586*^-9 + 0.*I, 3.4862002173952085*^-8 + 0.*I, 4.2028940328009417*^-7 + 0.*I, 1.2119685921518908*^-6 + 0.*I, 2.700297807578523*^-6 + 0.*I, 8.273377982703778*^-7 + 0.*I, 1.9343520119008417*^-7 + 0.*I, 1.0711209696978585*^-8 + 0.*I, 2.7740032493284166*^-10 + 0.*I, 3.996802888650564*^-12 + 0.*I, 1.998401444325282*^-13 + 0.*I, 0. + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I}
{0.2537617511678026 + 0.*I, 0.19867733465142037 + 0.*I, 0.2042268104437861 + 0.*I, 0.22286439731900032 + 0.*I, 0.02426980923420086 + 0.*I, 0.0010529126543978864 + 0.*I, 0.000024785037600061344 + 0.*I, 3.673532145143099*^-7 + 0.*I, 3.708411355773933*^-9 + 0.*I, 1.5921930440754297*^-9 + 0.*I, 3.95588006796288*^-8 + 0.*I, 4.5885619748275985*^-7 + 0.*I, 1.2507608060374764*^-6 + 0.*I, 2.8284740105632977*^-6 + 0.*I, 8.539818185937521*^-7 + 0.*I, 2.1117221304933767*^-7 + 0.*I, 1.2152012729416128*^-8 + 0.*I, 3.26405569239796*^-10 + 0.*I, 5.195843755245733*^-12 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.2590927396356025 + 0.*I, 0.18011411507459218 + 0.*I, 0.18593683273220307 + 0.*I, 0.2264152182115842 + 0.*I, 0.025671737041799148 + 0.*I, 0.0011544969616084089 + 0.*I, 0.00002813374639920596 + 0.*I, 4.314282042727769*^-7 + 0.*I, 4.50479653579805*^-9 + 0.*I, 1.864797205541891*^-9 + 0.*I, 4.4781400809768*^-8 + 0.*I, 4.999922031956316*^-7 + 0.*I, 1.2876659960525672*^-6 + 0.*I, 2.9579843907612258*^-6 + 0.*I, 8.793625827507867*^-7 + 0.*I, 2.3008959182391211*^-7 + 0.*I, 1.3753620464740381*^-8 + 0.*I, 3.8260505874632145*^-10 + 0.*I, 6.1950444774083735*^-12 + 0.*I, 0. + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I}
